timestamp,ir temperature in ºC (SHT 31),humidity in % (SHT 31),atmospheric pressure in kPa (MPL3115A25),light in Lux (BH1730FVC),PM 1 in ug/m3 (PMS 5003),PM 10 in ug/m3 (PMS 5003),PM 2.5 in ug/m3 (PMS 5003),CO in kOhm (MICS 4514),NO2 in kOhm (MICS 4514),battery in % (Battery SCK 2.0)
2018-08-30 10:40:00 UTC,27.402,58.758,101.954,557.99,12.8,20.8,19.2,153.486,260.516,1.6
2018-08-30 10:50:00 UTC,27.32,56.284,101.995,583.445,15.4,25.1,22.7,93.47,341.006,7.3
2018-08-30 11:00:00 UTC,27.468,54.695,102.022,676.843,16.8,26.3,25,71.706,362.963,15.5
2018-08-30 11:10:00 UTC,27.751,53.392,102.04,663.961,17,28.3,25.8,52.996,370.418,23.3
2018-08-30 11:20:00 UTC,27.887,53.312,102.06,784.61,14,23.2,21.4,51.772,373.607,30.9
2018-08-30 11:30:00 UTC,27.849,53.855,102.074,985.315,13.4,21.9,20.3,56.339,379.05,38.5
2018-08-30 11:40:00 UTC,27.839,54.077,102.068,986.087,13.7,21.5,20,49.021,379.728,46.1
2018-08-30 11:50:00 UTC,28.394,53.761,102.083,886.388,15.4,24.3,22.6,31.985,377.292,53.7
2018-08-30 12:00:00 UTC,27.9655555555556,54.8122222222222,102.093333333333,901.914444444444,15.1111111111111,24,22.7777777777778,43.9488888888889,382.812222222222,61.5555555555556
2018-08-30 12:10:00 UTC,27.4022222222222,56.11,102.09,1104.51,14,23.1111111111111,21.3333333333333,43.6888888888889,382.558888888889,68.7777777777778
2018-08-30 12:20:00 UTC,28.2,54.829,102.094,1205.408,13.9,22.5,21,39.557,383.162,76.3
2018-08-30 12:30:00 UTC,28.45,54.378,102.107,1044.333,12.3,19.9,18.6,48.359,384.353,83.5
2018-08-30 12:40:00 UTC,28.099,55.283,102.11,1096.997,11.8,18.7,17.2,53.298,384.723,91.2
2018-08-30 12:50:00 UTC,28.269,54.741,102.108,1220.449,11.5,18.5,17.2,49.591,385.439,97.8
2018-08-30 13:00:00 UTC,28.383,53.874,102.112,1517.005,10.8,17.9,16.8,58.631,386.783,99
2018-08-30 13:10:00 UTC,28.857,53.3,102.118,1562.457,11.6,18.4,17.2,45.478,384.896,99
2018-08-30 13:20:00 UTC,28.939,52.249,102.123,1681.58,11.6,18,16.9,45.257,387.035,99
2018-08-30 13:30:00 UTC,29.012,51.339,102.117,1988.805,11.7,18.7,17.3,36.669,384.081,99
2018-08-30 13:40:00 UTC,29.182,50.706,102.129,2138.235,10.9,17.6,16.3,50.22,390.816,99
2018-08-30 13:50:00 UTC,28.5625,49.13625,102.11875,1991.6375,10.875,17,16,61.07,391.05375,99
2018-08-30 14:00:00 UTC,28.525,47.84,102.098,1864.132,10.2,15.8,15.1,42.285,385.51,99
2018-08-30 14:10:00 UTC,28.755,46.234,102.098,1953.268,9.9,15.5,14.5,47.998,386.692,99
2018-08-30 14:20:00 UTC,28.8344444444444,44.9977777777778,102.096666666667,2081.34777777778,9.66666666666667,15,14.1111111111111,40.5466666666667,386.417777777778,99
2018-08-30 14:30:00 UTC,28.9283333333333,47.385,102.098333333333,2122.39833333333,10.1666666666667,16.8333333333333,15.5,44.0533333333333,386.901666666667,99
2018-08-30 14:40:00 UTC,29.0542857142857,47.6514285714286,102.098571428571,2268.26571428571,11,17.4285714285714,16.4285714285714,39.4728571428571,386.53,99
2018-08-30 14:50:00 UTC,29.438,47.657,102.098,2371.066,11.5,17.6,16.4,33.392,384.169,99
2018-08-30 15:00:00 UTC,28.969,47.602,102.085,2519.666,10.4,17.2,15.9,71.874,401.041,99
2018-08-30 15:10:00 UTC,29.2911111111111,46.7277777777778,102.096666666667,2390.89888888889,10.2222222222222,16.1111111111111,14.7777777777778,36.8533333333333,385.423333333333,99
2018-08-30 15:20:00 UTC,28.937,47.554,102.082,2525.303,10,15.7,14.4,53.639,393.767,99
2018-08-30 15:30:00 UTC,28.93,47.764,102.071,2745.218,10.4,16.2,15,41.779,385.566,99
2018-08-30 15:40:00 UTC,28.7922222222222,47.7344444444444,102.044444444444,2878.91,9.33333333333333,14.2222222222222,13.5555555555556,43.71,387.013333333333,99
2018-08-30 15:50:00 UTC,28.6,47.79875,102.05,2789.9775,9.375,14.75,13.5,63.50625,395.96125,99
2018-08-30 16:00:00 UTC,28.513,48.121,102.027,1825.518,9,13.7,13,50.163,386.166,99
2018-08-30 16:10:00 UTC,28.751,48.226,102.037,935.318,9.1,14.3,13,40.517,385.908,99
2018-08-30 16:20:00 UTC,28.508,49.086,102.026,923.212,9,13.8,13.2,39.177,384.753,99
2018-08-30 16:30:00 UTC,28.638,48.58,102.024,366.685,11.7,19.2,18.1,43.374,384.624,99
2018-08-30 16:40:00 UTC,28.223,48.732,102.026,1764.415,8.1,13,11.8,53.306,387.784,99
2018-08-30 16:50:00 UTC,28.083,48.983,102.03,1864.165,9,13.8,13,37.147,386.082,99
2018-08-30 17:00:00 UTC,27.95,49.249,101.993,1666.436,9.5,14.4,13.8,30.356,385.168,99
2018-08-30 17:10:00 UTC,29.282,49.696,101.992,525.049,9.6,14.5,13.3,23.893,383.021,99
2018-08-30 17:20:00 UTC,28.68875,49.91125,101.9975,2146.2425,8.375,14.25,12.5,31.8025,383.62875,99
2018-08-30 17:30:00 UTC,28.655,49.951,101.994,1675.564,9.4,15.3,14.1,30.019,384.962,99
2018-08-30 17:40:00 UTC,29.376,50.444,101.991,450.73,9.8,14.8,14,26.064,382.848,99
2018-08-30 17:50:00 UTC,28.5,50.688,102.012,2174.037,9.7,15.3,14.2,25.215,382.426,99
2018-08-30 18:00:00 UTC,27.5355555555556,52.1411111111111,101.983333333333,1176.76333333333,10.7777777777778,17.3333333333333,16.1111111111111,43.5055555555556,386.741111111111,99
2018-08-30 18:10:00 UTC,27.048,53.251,101.973,1126.942,10.8,18.2,16.8,57.42,395.968,99
2018-08-30 18:20:00 UTC,27.045,54.086,101.958,1236.731,11.4,18.5,17,43.004,389.285,99
2018-08-30 18:30:00 UTC,26.737,54.73,101.941,867.378,11.2,18.7,17,45.852,388.404,99
2018-08-30 18:40:00 UTC,26.601,54.811,101.956,545.673,10.9,18.2,16.2,48.034,391.207,99
2018-08-30 18:50:00 UTC,26.415,55.445,101.951,492.771,11.1,18.8,17.6,45.759,390.177,99
2018-08-30 19:00:00 UTC,26.351,55.741,101.967,231.459,11.2,18.8,17.2,51.11,390.573,99
2018-08-30 19:10:00 UTC,26.099,55.591,101.956,201.349,10,18,16.2,66.586,397.939,99
2018-08-30 19:20:00 UTC,25.994,55.793,101.95,157.894,9.4,17.9,15.8,39.376,390.553,99
2018-08-30 19:30:00 UTC,25.915,55.62875,101.95875,181.0825,9.375,17.5,15.5,41.86,390.71,99
2018-08-30 19:40:00 UTC,25.825,55.718,101.956,190.685,9.6,18.1,16,47.947,392.259,99
2018-08-30 19:50:00 UTC,25.591,55.708,101.948,88.724,9.8,18.8,16.4,50.728,392.082,99
2018-08-30 20:00:00 UTC,25.476,55.57,101.951,15.286,9.8,19,17.5,57.86,393.123,99
2018-08-30 20:10:00 UTC,25.524,56.174,101.963,9.349,9.8,18.3,16.7,40.572,391.669,99
2018-08-30 20:20:00 UTC,25.576,56.616,101.973,11.479,10.3,19.2,17.1,59.685,392.233,99
2018-08-30 20:30:00 UTC,25.482,57.599,101.975,8.318,10.6,20.2,18.2,63.559,393.84,99
2018-08-30 20:40:00 UTC,25.536,57.906,101.979,7.045,10.3,20.3,17.8,67.888,394.027,99
2018-08-30 20:50:00 UTC,25.44,58.328,101.995,6.322,10.3,19.9,17.8,66.742,393.352,99
2018-08-30 21:00:00 UTC,25.542,58.243,102.014,6.373,10.4,19.6,17.6,61.724,394.022,99
2018-08-30 21:10:00 UTC,25.506,58.643,102.024,2.375,9.9,19.5,17.5,68.15,393.595,99
2018-08-30 21:20:00 UTC,25.536,59.1,102.027,1.938,10.5,20.5,18.2,59.6,393.488,99
2018-08-30 21:30:00 UTC,25.542,59.465,102.037,1.683,10.6,20.3,18.1,56.389,393.503,99
2018-08-30 21:40:00 UTC,25.56,59.797,102.033,1.785,10.6,20.5,17.9,56.045,392.845,99
2018-08-30 21:50:00 UTC,25.518,60.192,102.031,1.887,10.4,19.5,17.8,59.413,393.437,99
2018-08-30 22:00:00 UTC,25.446,58.858,102.038,1.785,10.8,22.1,19.3,58.461,393.84,99
2018-08-30 22:10:00 UTC,25.458,58.297,102.049,1.683,10.7,20.9,18.6,42.944,391.595,99
2018-08-30 22:20:00 UTC,25.331,58.404,102.05,1.887,10.8,21.8,19.1,53.05,393.109,99
2018-08-30 22:30:00 UTC,25.186,59.299,102.05,1.734,11.3,22.2,20.2,47.686,392.669,99
2018-08-30 22:40:00 UTC,25.078,59.117,102.054,1.836,10.5,21.6,19.2,54.25,394.22,99
2018-08-30 22:50:00 UTC,24.946,60.388,102.07,1.836,11.3,22.7,19.9,42.332,391.115,99
2018-08-30 23:00:00 UTC,24.505,62.049,102.062,1.581,12.3,24.5,21.3,34.312,390.269,99
2018-08-30 23:10:00 UTC,24.11,62.619,102.018,1.836,12,24,21.3,44.19,392.844,99
2018-08-30 23:20:00 UTC,24.026,62.622,102.001,1.581,11.5,23.6,20.6,53.709,394.146,99
2018-08-30 23:30:00 UTC,23.916,62.635,102.024,1.581,11.5,22.9,20.4,48.363,393.075,99
2018-08-30 23:40:00 UTC,23.892,62.617,102.026,1.836,11.9,22.3,19.5,50.687,394.205,99
2018-08-30 23:50:00 UTC,24,62.773,102.029,1.479,12.1,22.6,19.8,37.157,391.601,99
2018-08-31 00:00:00 UTC,24.091,63.043,102.023,1.785,11.9,22.9,20.8,46.689,392.021,99
2018-08-31 00:10:00 UTC,24.175,62.935,102.025,1.683,11.8,22.4,20,51.339,393.54,99
2018-08-31 00:20:00 UTC,24.206,62.981,102.031,1.53,11.5,21.6,19.3,54.985,393.606,99
2018-08-31 00:30:00 UTC,24.319,63.386,102.042,1.785,12,23.1,19.9,47.457,391.953,99
2018-08-31 00:40:00 UTC,24.41,62.954,102.044,1.785,11.3,21.8,18.7,46.163,393.254,99
2018-08-31 00:50:00 UTC,24.4475,62.17625,102.03,1.46625,10.5,21.375,18.875,41.73875,391.58625,99
2018-08-31 01:00:00 UTC,24.416,62.1,102.029,1.53,10.3,20.5,18.2,55.745,394.132,99
2018-08-31 01:10:00 UTC,24.366,62.259,102.012,1.683,10.8,21.5,18.8,57.213,393.587,99
2018-08-31 01:20:00 UTC,24.304,62.741,101.997,1.836,10.5,21.4,18.5,52.37,393.887,99
2018-08-31 01:30:00 UTC,24.199,63.731,101.983,1.53,10.9,21.8,18.5,65.577,395.057,99
2018-08-31 01:40:00 UTC,24.135,64.046,101.988,1.632,10.6,22.2,18.6,61.135,393.827,99
2018-08-31 01:50:00 UTC,24.097,63.819,101.995,1.836,10.9,21.5,19.1,48.345,393.193,99
2018-08-31 02:00:00 UTC,24.0927272727273,63.51,102.003636363636,1.48363636363636,10.4545454545455,21.5454545454545,18.7272727272727,64.4272727272727,399.088181818182,99
2018-08-31 02:10:00 UTC,24.154,63.712,101.998,1.53,11.4,22.9,19.6,45.326,392.581,99
2018-08-31 02:20:00 UTC,24.068,63.948,101.991,1.632,10.5,22.1,18.8,53.381,392.617,99
2018-08-31 02:30:00 UTC,23.976,63.649,101.972,1.581,10.8,21.8,19.3,48.824,393.943,99
2018-08-31 02:40:00 UTC,24.085,63.804,101.971,1.581,10.9,22.4,19.5,45.461,392.097,99
2018-08-31 02:50:00 UTC,24.148,64.283,101.965,1.785,11.3,23.3,19.8,32.24,391.07,99
2018-08-31 03:00:00 UTC,24.226,63.533,101.952,1.581,10.8,21.3,18.9,47.316,392.817,99
2018-08-31 03:10:00 UTC,24.262,63.23,101.932,1.581,10.8,21.1,19.4,43.791,392.257,99
2018-08-31 03:20:00 UTC,24.292,63.477,101.922,1.734,10.5,20.6,19.1,50.27,392.903,99
2018-08-31 03:30:00 UTC,24.238,63.481,101.913,1.581,9.9,20.2,17.6,61.909,394.458,99
2018-08-31 03:40:00 UTC,24.2575,64.62,101.91375,1.59375,10.375,20,18,50.50875,394.30375,99
2018-08-31 03:50:00 UTC,24.038,66.056,101.904,1.581,10.2,20.1,18.2,64.196,394.3,99
2018-08-31 04:00:00 UTC,23.714,67.025,101.892,1.836,10.1,21,18.3,68.098,395.202,99
2018-08-31 04:10:00 UTC,23.796,66.859,101.897,1.632,10,19.6,17.2,66.014,395,99
2018-08-31 04:20:00 UTC,23.89,66.549,101.877,1.581,9.2,18.8,16.5,61.119,394.169,99
2018-08-31 04:30:00 UTC,23.706,67.054,101.889,1.785,8.1,16.6,14.7,62.201,394.449,99
2018-08-31 04:40:00 UTC,23.53,67.83,101.897,1.632,9.9,19.9,17.3,57.069,394.489,99
2018-08-31 04:50:00 UTC,23.512,67.602,101.875,1.632,10.3,21.5,18.2,44.245,392.363,99
2018-08-31 05:00:00 UTC,23.44,66.293,101.892,1.734,11.7,23.7,20.8,49.342,385.012,99
2018-08-31 05:10:00 UTC,23.216,67.112,101.907,1.632,12.3,24.5,21.3,38.842,391.542,99
2018-08-31 05:20:00 UTC,22.7711111111111,67.3144444444444,101.91,1.64333333333333,13.2222222222222,26.2222222222222,23.2222222222222,42.9544444444444,392.224444444444,99
2018-08-31 05:30:00 UTC,22.65,65.649,101.894,1.581,8.6,16.3,14.4,64.341,394.374,99
2018-08-31 05:40:00 UTC,22.7,66.542,101.891,1.836,8,15,13.5,47.198,394.265,99
2018-08-31 05:50:00 UTC,22.637,65.768,101.887,1.632,7.2,13.9,12.7,49.811,394.177,99
2018-08-31 06:00:00 UTC,22.406,66.937,101.87,1.581,8.4,16.6,14.4,52.313,393.95,99
2018-08-31 06:10:00 UTC,22.27,67.271,101.85,1.581,7.6,14.7,12.9,56.707,395.813,99
2018-08-31 06:20:00 UTC,22.365,68.67,101.867,1.428,8.1,15.5,13.5,40.925,393.749,99
2018-08-31 06:30:00 UTC,22.377,69.427,101.867,1.785,5.4,11.7,9.7,64.768,395.735,99
2018-08-31 06:40:00 UTC,22.244,68.357,101.868,1.785,4.7,9.7,8.5,65.33,396.868,99
2018-08-31 06:50:00 UTC,22.224,69.066,101.888,1.932,10.6,23.1,19.6,60.562,395.412,99
2018-08-31 07:00:00 UTC,22.108,68.965,101.889,2.804,12.3,27.7,23.7,41.493,394.663,99
2018-08-31 07:10:00 UTC,22.06,68.254,101.883,3.7,10.7,22.6,19,61.033,397.202,99
2018-08-31 07:20:00 UTC,22.097,68.427,101.873,6.519,11.6,24.5,21.2,30.185,393.46,99
2018-08-31 07:30:00 UTC,22.06,68.3,101.883,10.294,12.7,27.4,24.2,44.264,396.254,99
2018-08-31 07:40:00 UTC,21.97,66.757,101.913,11.906,11.7,24.1,21.3,39.791,395.666,99
2018-08-31 07:50:00 UTC,21.858,65.425,101.971,14.232,10.8,24.7,20.4,42.765,394.68,99
2018-08-31 08:00:00 UTC,21.337,68.351,101.995,33.653,11.8,27,22.7,46.949,396.22,99
2018-08-31 08:10:00 UTC,21,68.174,101.957,31.099,10.9,26.9,22,40.313,396.035,99
2018-08-31 08:20:00 UTC,21.194,69.796,101.945,45.062,12.9,28.4,24.3,59.066,397.944,99
2018-08-31 08:30:00 UTC,21.288,69.942,101.966,49.195,14,30.9,25.9,44.255,396.68,99
2018-08-31 08:40:00 UTC,21.351,69.568,101.976,111.953,11.6,26.6,22.8,53.513,396.144,99
2018-08-31 08:50:00 UTC,21.512,69.899,101.983,154.868,12,26.9,23.1,45.832,396.23,99
2018-08-31 09:00:00 UTC,21.648,70.228,101.992,128.631,12.1,27.4,22.8,34.594,396.022,99
2018-08-31 09:10:00 UTC,21.738,70.34,102.007,135.248,12.5,26.9,23,38.901,393.601,99
2018-08-31 09:20:00 UTC,21.814,69.658,102.021,134.189,12.2,26.6,22.4,22.032,391.239,99
2018-08-31 09:30:00 UTC,21.872,67.565,102.021,130.527,11.5,24.2,21,30.934,394.299,99
2018-08-31 09:40:00 UTC,21.922,66.559,102.024,202.613,12.6,26.4,22.6,25.675,393.422,99
2018-08-31 09:50:00 UTC,21.988,66.352,102.012,792.759,11.4,24,20.7,43.491,395.318,99
2018-08-31 10:00:00 UTC,22.199,66.097,102.009,857.252,11.3,24.1,20.7,31.867,392.728,99
2018-08-31 10:10:00 UTC,22.384,65.277,102.037,581.111,11.6,24,20.9,33.225,392.947,99
2018-08-31 10:20:00 UTC,22.572,63.849,102.026,847.294,10.9,21.4,19.5,38.992,394.001,99
2018-08-31 10:30:00 UTC,22.668,63.316,102.022,769.674,11.1,22.3,19.2,50.985,394.799,99
2018-08-31 10:40:00 UTC,22.7988888888889,62.9133333333333,102.021111111111,945.848888888889,11,21.8888888888889,19.7777777777778,53.4855555555556,396.22,99
2018-08-31 10:50:00 UTC,22.982,62.38,102.042,721.407,10.8,21.4,19.4,50.853,395.179,99
2018-08-31 11:00:00 UTC,22.8266666666667,61.41,102.06,518.044444444444,11.5555555555556,21.8888888888889,19.8888888888889,69.8722222222222,402.796666666667,99
2018-08-31 11:10:00 UTC,22.92375,60.7325,102.05375,609.495,10.875,22.25,19.25,56.98,395.44,99
2018-08-31 11:20:00 UTC,22.994,60.668,102.048,738.522,11.4,23.9,21.4,51.277,395.218,99
2018-08-31 11:30:00 UTC,23.173,60.367,102.045,739.779,14.2,26.4,23.5,40.801,393.622,99
2018-08-31 11:40:00 UTC,23.319,59.847,102.037,727.281,13,26.1,22.8,38.665,393.345,99
2018-08-31 11:50:00 UTC,23.326,59.311,102.06,587.047,13.4,26.2,23.1,40.651,393.527,99
2018-08-31 12:00:00 UTC,23.22,57.15,102.069,448.718,10,19.7,17.3,64.262,395.785,99
2018-08-31 12:10:00 UTC,23.263,56.49,102.071,487.338,10.1,20.3,18.2,67.359,396.478,99
2018-08-31 12:20:00 UTC,23.351,56.418,102.044,887.139,9.7,19.5,16.5,75.172,395.883,99
2018-08-31 12:30:00 UTC,23.381,56.886,102.047,995.553,9.8,19.4,17.4,68.201,395.157,99
2018-08-31 12:40:00 UTC,23.3675,57.96875,102.06375,729.555,10.625,20.25,17.875,41.02875,401.88625,99
2018-08-31 12:50:00 UTC,23.4877777777778,57.6877777777778,102.057777777778,845.732222222222,10.4444444444444,20.2222222222222,18.2222222222222,57.8611111111111,394.574444444444,99
2018-08-31 13:00:00 UTC,23.63875,57.97,102.05875,949.23625,11.25,21.875,19.25,50.77625,393.9975,99
2018-08-31 13:10:00 UTC,23.643,58,102.06,916.895,12.3,23.5,21,24.729,392.401,99
2018-08-31 13:20:00 UTC,23.606,57.563,102.044,1099.186,10.6,20.3,18.1,19.282,394.724,99
2018-08-31 13:30:00 UTC,23.776,56.997,102.026,1498.298,10.9,21.6,18.6,1.403,392.583,99
2018-08-31 13:40:00 UTC,23.6109090909091,56.97,102.027272727273,1126.13090909091,9.81818181818182,19.1818181818182,16.8181818181818,9.47454545454545,399.938181818182,99
2018-08-31 13:50:00 UTC,23.73125,56.24,102.0425,831.41375,12.625,24.5,21.5,0,415.3025,99
2018-08-31 14:00:00 UTC,23.636,56.727,102.042,757.817,9.8,19.7,17.1,0.48,413.754,99
2018-08-31 14:10:00 UTC,23.744,56.498,102.039,746.859,9.9,20.2,17.6,0.124,417.759,99
2018-08-31 14:20:00 UTC,23.831,56.204,102.031,806.716,10.1,20.5,17.3,0.366,405.213,99
2018-08-31 14:30:00 UTC,23.925,55.134,102.028,1067.483,12,23.1,20.3,1.538,411.484,99
2018-08-31 14:40:00 UTC,23.955,56.27375,102.01875,1549.32875,9.75,20.25,17.25,12.49125,390.36,99
2018-08-31 14:50:00 UTC,24.295,56.273,102.017,1936.343,11.4,20.9,18.9,13.428,390.904,99
2018-08-31 15:00:00 UTC,24.532,55.744,101.994,2179.405,9.9,19.1,17.3,9.46,390.923,99
2018-08-31 15:10:00 UTC,24.446,54.508,101.978,2039.16,12.1,21.7,19.4,15.878,391.47,99
2018-08-31 15:20:00 UTC,24.284,54.177,101.98,1477.863,9.2,18,16.2,21.487,392.699,99
2018-08-31 15:30:00 UTC,24.35,54.203,101.975,1373.771,9.9,18.5,16.8,18.247,392.554,99
2018-08-31 15:40:00 UTC,24.513,54.295,101.968,1503.869,9.7,18.3,16.6,8.23,390.687,99
2018-08-31 15:50:00 UTC,24.725,53.864,101.953,1383.94,9.2,18.2,16.4,17.947,392.791,99
2018-08-31 16:00:00 UTC,24.531,53.192,101.947,1224.802,10,18.4,17.1,19.149,392.718,99
2018-08-31 16:10:00 UTC,24.536,52.809,101.94,1179.39,9.5,17.9,16.4,30.129,393.491,99
2018-08-31 16:20:00 UTC,24.276,54.426,101.941,863.412,8.8,16.9,15.5,25.925,393.986,99
2018-08-31 16:30:00 UTC,24.129,54.874,101.942,839.846,9.5,18.5,16.3,19.014,393.198,99
2018-08-31 16:40:00 UTC,24.155,55.023,101.94,736.505,8.4,17.5,15.7,28.794,393.723,99
2018-08-31 16:50:00 UTC,24.231,54.764,101.941,617.99,8,16.7,14.6,36.194,394.115,99
2018-08-31 17:00:00 UTC,24.186,55.267,101.924,734.377,8.8,17.6,15.5,21.751,393.196,99
2018-08-31 17:10:00 UTC,24.248,55.383,101.926,834.276,11.7,21,19,20.174,393.786,99
2018-08-31 17:20:00 UTC,24.243,55.013,101.938,467.452,9.2,17.7,15.5,31.773,393.511,99
2018-08-31 17:30:00 UTC,24.085,54.246,101.921,489.889,8.5,16.5,15.1,33.238,394.151,99
2018-08-31 17:40:00 UTC,24.742,54.518,101.88,1059.896,8.1,15.2,13.6,30.498,394.311,99
2018-08-31 17:50:00 UTC,26.318,54.081,101.893,1051.328,8.4,16.2,14.1,43.429,399.029,99
2018-08-31 18:00:00 UTC,25.032,53.151,101.896,1733.063,7,13.5,12.2,38.16,392.177,99
2018-08-31 18:10:00 UTC,24.718,52.422,101.881,745.119,6.9,12.7,11.7,36.882,393.377,99
2018-08-31 18:20:00 UTC,24.83,52.05625,101.8975,568.06,7.125,13.125,11.625,43.15375,393.16125,99
2018-08-31 18:30:00 UTC,24.598,52.056,101.912,301.732,7,13.1,11.7,42.859,393.224,99
2018-08-31 18:40:00 UTC,24.536,51.616,101.913,258.667,8.6,16.5,15.1,40.734,394.365,99
2018-08-31 18:50:00 UTC,24.63,51.304,101.921,244.146,8.7,15.9,14.1,39.613,393.655,99
2018-08-31 19:00:00 UTC,24.554,50.736,101.92,198.889,6.6,13.1,11.1,47.885,393.88,99
2018-08-31 19:10:00 UTC,24.572,51.326,101.92,169.894,7.2,13.9,12,47.2,394.627,99
2018-08-31 19:20:00 UTC,24.641,51.975,101.917,186.613,8.2,15.6,13.6,41.901,393.482,99
2018-08-31 19:30:00 UTC,24.655,52.351,101.92,149.911,8,15.8,14.1,45.976,394.552,99
2018-08-31 19:40:00 UTC,24.603,52.024,101.922,82.061,6.9,13.4,11.9,16.889,395.652,99
2018-08-31 19:50:00 UTC,24.578,52.241,101.924,63.808,7.4,14.3,12.8,8.04,404.873,99
2018-08-31 20:00:00 UTC,24.566,52.374,101.938,44.409,7.4,13.8,12.5,12.339,391.351,99
2018-08-31 20:10:00 UTC,24.518,52.575,101.942,34.052,7.2,13.9,12.8,27.292,392.976,99
2018-08-31 20:20:00 UTC,24.542,52.643,101.957,13.13,7.2,14.5,12.4,20.432,392.557,99
2018-08-31 20:30:00 UTC,24.488,52.849,101.952,9.381,7.8,14.7,12.9,29.391,393.527,99
2018-08-31 20:40:00 UTC,24.452,53.12,101.952,2.634,6.6,12.9,11.5,28.33,393.226,99
2018-08-31 20:50:00 UTC,24.446,53.461,101.958,2.079,5.9,11.7,10.2,27.322,393.554,99
2018-08-31 21:00:00 UTC,24.422,53.239,101.969,1.581,6.2,12.1,10.5,26.513,394.173,99
2018-08-31 21:10:00 UTC,24.398,53.429,101.973,1.683,6.6,13,11.5,36.296,393.861,99
2018-08-31 21:20:00 UTC,24.386,53.46,101.985,1.836,6.4,12.7,11.3,33.686,394.671,99
2018-08-31 21:30:00 UTC,24.41,53.381,101.995,1.581,6.2,12.8,10.9,28.508,393.792,99
2018-08-31 21:40:00 UTC,24.434,53.339,102.013,1.734,6.3,12.2,11,30.21,392.7,99
2018-08-31 21:50:00 UTC,24.44,53.25,102.018,1.887,6.2,12.8,11.1,35.262,394.416,99
2018-08-31 22:00:00 UTC,24.428,53.309,102.018,1.53,6.1,11.6,10.2,37.604,395.161,99
2018-08-31 22:10:00 UTC,24.44,53.41,102.03,1.734,6.2,11.8,10.6,33.187,393.703,99
2018-08-31 22:20:00 UTC,24.44,53.383,102.04,1.581,5.5,11.1,9.3,37.036,394.561,99
2018-08-31 22:30:00 UTC,24.446,53.296,102.048,1.734,5.9,11.4,9.7,29.96,392.602,99
2018-08-31 22:40:00 UTC,24.44,52.687,102.049,1.887,5.7,11.5,10.3,39.073,394.702,99
2018-08-31 22:50:00 UTC,24.446,52.742,102.052,1.581,5.8,10.8,9.5,34.077,394.625,99
2018-08-31 23:00:00 UTC,24.434,52.66,102.045,1.632,5.8,11.7,9.7,46.459,394.308,99
2018-08-31 23:10:00 UTC,24.44,52.49,102.055,1.938,5.6,10.8,9.6,38.44,394.738,99
2018-08-31 23:20:00 UTC,24.44,52.485,102.073,1.479,5.4,12.1,10.2,47.815,394.167,99
2018-08-31 23:30:00 UTC,24.44,52.421,102.083,1.938,6.6,13,11.1,42.498,394.389,99
2018-08-31 23:40:00 UTC,24.44,52.265,102.074,1.632,4.9,10.4,9.2,48.848,395.114,99
2018-08-31 23:50:00 UTC,24.434,52.729,102.073,1.581,5.5,11.4,9.8,41.852,393.955,99
2018-09-01 00:00:00 UTC,24.434,52.547,102.086,1.785,5.6,10.7,9.3,48.489,394.866,99
2018-09-01 00:10:00 UTC,24.41,52.66,102.083,1.632,6.4,12.2,10.9,43.222,394.967,99
2018-09-01 00:20:00 UTC,24.38,52.257,102.083,1.581,5.5,11.8,10.3,47.653,393.854,99
2018-09-01 00:30:00 UTC,24.416,51.99,102.09,1.785,5.8,11.6,9.8,47.349,394.529,99
2018-09-01 00:40:00 UTC,24.386,51.791,102.082,1.479,5.8,11.1,9.6,47.707,394.853,99
2018-09-01 00:50:00 UTC,24.324,51.999,102.075,1.632,5.4,11.4,9.4,41.439,393.987,99
2018-09-01 01:00:00 UTC,24.262,52.015,102.073,1.632,5.6,10.6,9.3,42.136,394.627,99
2018-09-01 01:10:00 UTC,24.244,51.749,102.067,1.326,5.6,10.8,9.3,45.971,393.109,99
2018-09-01 01:20:00 UTC,24.196,52.022,102.067,1.632,5.8,11.2,9.9,36.252,393.426,99
2018-09-01 01:30:00 UTC,24.176,52.285,102.064,1.632,6.6,12.4,10.9,11.571,397.024,99
2018-09-01 01:40:00 UTC,24.169,52.491,102.053,1.326,6.3,12.7,11.4,7.844,387.814,99
2018-09-01 01:50:00 UTC,24.036,52.975,102.056,1.785,6.7,13.6,11.8,3.449,385.691,99
2018-09-01 02:00:00 UTC,24,53.235,102.044,1.479,6.9,13.2,11.8,2.331,389.087,99
2018-09-01 02:10:00 UTC,24.085,53.051,102.03,1.683,8,15.9,14.2,1.325,384.665,99
2018-09-01 02:20:00 UTC,24.006,53.603,102.03,1.785,9,16.6,14.9,2.918,385.674,99
2018-09-01 02:30:00 UTC,24.006,53.4,102.026,1.428,8,14.5,13.1,5.955,386.987,99
2018-09-01 02:40:00 UTC,24,53.757,102.02,1.683,8.7,16.1,14.5,1.759,391.259,99
2018-09-01 02:50:00 UTC,23.964,53.595,102.014,1.785,8.1,15.3,13.6,2.547,383.974,99
2018-09-01 03:00:00 UTC,23.928,53.563,102.001,1.428,8.4,16.1,14.2,0.606,390.602,99
2018-09-01 03:10:00 UTC,23.892,53.344,101.993,1.632,8.1,15.2,14.3,0.104,389.592,99
