timestamp,ir temperature in ºC (SHT 31),humidity in % (SHT 31),atmospheric pressure in kPa (MPL3115A25),light in Lux (BH1730FVC),PM 1 in ug/m3 (PMS 5003),PM 10 in ug/m3 (PMS 5003),PM 2.5 in ug/m3 (PMS 5003),CO in kOhm (MICS 4514),NO2 in kOhm (MICS 4514),battery in % (Battery SCK 2.0)
2018-09-03 17:20:00 UTC,26.0211111111111,63.1633333333333,101.364444444444,1561.75333333333,9.66666666666667,15.5555555555556,14,30.0333333333333,392.61,99
2018-09-03 17:30:00 UTC,26.46,61.07875,101.3625,1000.595,10,14.875,14.25,30.43,391.7675,99
2018-09-03 17:40:00 UTC,26.7277777777778,58.2588888888889,101.317777777778,737.477777777778,9.77777777777778,15.4444444444444,14.3333333333333,43.41,399.456666666667,99
2018-09-03 17:50:00 UTC,26.776,58.61,101.256,1211.465,9.9,15.3,14.4,29.819,391.814,99
2018-09-03 18:00:00 UTC,26.808,58.193,101.227,1051.571,9.3,14.9,14,19.354,391.366,99
2018-09-03 18:10:00 UTC,26.58,57.843,101.189,794.498,9.7,16,14.8,29.185,392.929,99
2018-09-03 18:20:00 UTC,26.47,57.547,101.156,637.843,9.4,14.9,13.9,27.714,391.725,99
2018-09-03 18:30:00 UTC,26.383,57.129,101.114,561.022,9.8,15.3,14.1,26.588,392.819,99
2018-09-03 18:40:00 UTC,26.455,56.45125,101.09,538.48625,9.625,15.5,14.25,26.9325,391.5975,99
2018-09-03 18:50:00 UTC,26.373,59.159,101.116,606.126,10.1,15.8,14.6,24.884,392.677,99
2018-09-03 19:00:00 UTC,25.8555555555556,61.6155555555556,101.187777777778,440.074444444444,10,16.1111111111111,14.6666666666667,30.2977777777778,392.433333333333,99
2018-09-03 19:10:00 UTC,25.5744444444444,61.7111111111111,101.22,226.482222222222,9.77777777777778,15.4444444444444,14.1111111111111,23.17,389.942222222222,99
2018-09-03 19:20:00 UTC,25.4866666666667,61.4488888888889,101.236666666667,254.068888888889,9.55555555555556,14.7777777777778,13.3333333333333,5.15777777777778,386.112222222222,99
2018-09-03 19:30:00 UTC,25.35,61.795,101.256,303.758,9.5,14.3,13.2,24.219,393.559,99
2018-09-03 19:40:00 UTC,25.1088888888889,61.29,101.287777777778,234.168888888889,9.44444444444444,14.5555555555556,13.8888888888889,24.6888888888889,393.273333333333,99
2018-09-03 19:50:00 UTC,25.006,60.871,101.33,130.527,10.2,15.9,14.9,32.896,395.291,99
2018-09-03 20:00:00 UTC,24.94,60.8471428571429,101.371428571429,74.7071428571429,10.8571428571429,16.8571428571429,15.4285714285714,29.56,394.968571428571,99
2018-09-03 20:10:00 UTC,24.964,61.274,101.406,44.247,11.6,17.9,16.6,48.661,402.804,99
2018-09-03 20:20:00 UTC,24.94,60.73,101.42,23.464,12,17.6,16.6,20.381,391.603,99
2018-09-03 20:30:00 UTC,24.788,60.254,101.433,9.341,10.8,16.7,15.4,5.671,390.202,99
2018-09-03 20:40:00 UTC,24.781,60.787,101.473,2.214,11.6,17.1,16.1,12.81,392.297,99
2018-09-03 20:50:00 UTC,24.732,61.4,101.496,1.785,11.1,17.3,16,11.839,392.343,99
2018-09-03 21:00:00 UTC,24.762,61.741,101.509,1.683,11.4,17.3,16.4,19.682,394.395,99
2018-09-03 21:10:00 UTC,24.695,61.614,101.494,1.428,12.4,18.6,17.5,29.294,393.588,99
2018-09-03 21:20:00 UTC,24.756,61.714,101.517,1.632,12.7,19.5,18.2,28.241,393.679,99
2018-09-03 21:30:00 UTC,24.75,61.997,101.542,1.632,12.2,18.5,17.2,32.023,394.173,99
2018-09-03 21:40:00 UTC,24.792,62.171,101.534,1.428,13.1,19.5,18.2,23.313,392.596,99
2018-09-03 21:50:00 UTC,24.792,62.248,101.539,1.683,12,18.4,17.3,29.275,392.845,99
2018-09-03 22:00:00 UTC,24.714,62.67,101.534,1.632,14.5,21.5,20.4,31.888,394.365,99
2018-09-03 22:10:00 UTC,24.774,62.953,101.55,1.581,11.6,18.3,17,23.554,392.732,99
2018-09-03 22:20:00 UTC,24.798,63.291,101.536,1.734,12.7,19.5,18.5,30.599,394.452,99
2018-09-03 22:30:00 UTC,24.852,63.308,101.556,1.479,17.5,25.2,23.5,31.475,393.386,99
2018-09-03 22:40:00 UTC,24.792,63.72,101.572,1.632,12,19,17.9,40.609,394.19,99
2018-09-03 22:50:00 UTC,24.845,63.874,101.531,1.785,12.6,19.6,18.5,33.971,394.143,99
2018-09-03 23:00:00 UTC,24.839,63.852,101.514,1.479,12.5,19.7,18.2,34.654,393.714,99
2018-09-03 23:10:00 UTC,24.884,64.312,101.511,1.581,11.6,18,17.2,31.439,393.468,99
2018-09-03 23:20:00 UTC,24.873,64.579,101.491,1.785,11.3,18.7,17.4,36.602,394.831,99
2018-09-03 23:30:00 UTC,24.94,64.705,101.465,1.581,11.1,17.8,16.7,29.139,392.54,99
2018-09-03 23:40:00 UTC,24.844,65.654,101.421,1.836,11.3,18.5,16.7,36.787,394.723,99
2018-09-03 23:50:00 UTC,24.831,66.09,101.39,1.479,11.3,19.3,17.6,33.921,393.928,99
2018-09-04 00:00:00 UTC,24.904,66.403,101.399,1.581,11.8,18.7,17.4,16.65,391.105,99
2018-09-04 00:10:00 UTC,24.886,66.186,101.39,1.785,11,16.9,16.1,23.091,393.523,99
2018-09-04 00:20:00 UTC,24.884,65.954,101.383,1.581,10.7,18,16.5,12.133,390.239,99
2018-09-04 00:30:00 UTC,24.922,66.068,101.39,1.632,10.9,18,16.5,15.03,391.601,99
2018-09-04 00:40:00 UTC,24.873,65.03,101.389,1.581,13.2,20.5,19.3,7.835,388.558,99
2018-09-04 00:50:00 UTC,24.792,65.138,101.401,1.53,14.2,21.3,20.2,15.932,391.756,99
2018-09-04 01:00:00 UTC,24.817,65.108,101.38,1.785,14.9,22.2,21,5.139,388.441,99
2018-09-04 01:10:00 UTC,24.852,65.043,101.369,1.581,13.8,22.2,20.1,8.909,390.437,99
2018-09-04 01:20:00 UTC,24.91,64.638,101.345,1.428,13.2,21,19.4,5.419,387.898,99
2018-09-04 01:30:00 UTC,24.946,64.551,101.33,1.734,12.3,19.8,18.5,3.067,388.889,99
2018-09-04 01:40:00 UTC,24.934,64.704,101.325,1.479,12.4,19.9,18.3,5.306,389.429,99
2018-09-04 01:50:00 UTC,24.946,64.511,101.307,1.683,10.9,18.4,17.1,11.211,390.129,99
2018-09-04 02:00:00 UTC,24.988,64.452,101.308,1.479,11.5,19.5,17.9,4.881,387.404,99
2018-09-04 02:10:00 UTC,24.892,64.739,101.284,1.479,14.1,22.3,20.7,4.119,387.452,99
2018-09-04 02:20:00 UTC,24.732,63.28,101.284,1.785,15.3,24.3,21.9,1.358,380.824,99
2018-09-04 02:30:00 UTC,24.702,62.854,101.292,1.53,16,26.4,23.9,4.678,388.538,99
2018-09-04 02:40:00 UTC,24.566,61.834,101.272,1.479,17.3,28.4,26.5,6.321,386.743,99
2018-09-04 02:50:00 UTC,24.428,60.667,101.26,1.785,19.3,32.8,29.6,3.789,383.723,99
2018-09-04 03:00:00 UTC,24.379,60.248,101.266,1.53,19,31.2,29.2,6.883,387.781,99
2018-09-04 03:10:00 UTC,24.358,60.187,101.27,1.632,18.8,30.9,28.5,8.597,386.757,99
2018-09-04 03:20:00 UTC,24.365,59.843,101.273,1.581,19.4,31.6,29.4,3.892,383.231,99
2018-09-04 03:30:00 UTC,24.287,60.245,101.256,1.377,19.5,32,30.1,6.907,387.395,99
2018-09-04 03:40:00 UTC,24.324,60.169,101.255,1.632,19.1,31.6,29.6,8.461,386.613,99
2018-09-04 03:50:00 UTC,24.305,59.998,101.241,1.581,18.8,31.9,29.3,2.568,381.42,99
2018-09-04 04:00:00 UTC,24.366,60.035,101.243,1.377,18.9,30.9,28.8,5.396,384.695,99
2018-09-04 04:10:00 UTC,24.392,59.919,101.251,1.632,18.2,28.8,27.4,6.345,386.123,99
2018-09-04 04:20:00 UTC,24.416,59.949,101.251,1.479,18.2,29.6,28,9.162,387.839,99
2018-09-04 04:30:00 UTC,24.416,59.865,101.27,1.581,18.1,29.6,27.3,7.872,385.935,99
2018-09-04 04:40:00 UTC,24.458,59.912,101.279,1.632,17.9,28.7,27.4,7.548,385.834,99
2018-09-04 04:50:00 UTC,24.434,59.842,101.274,1.428,17.6,29.1,27.2,13.906,388.727,99
2018-09-04 05:00:00 UTC,24.512,59.856,101.289,1.632,17.5,28.7,26.7,28.82,379.831,99
2018-09-04 05:10:00 UTC,24.578,59.964,101.287,1.53,18.7,30.8,28.4,11.04,385.779,99
2018-09-04 05:20:00 UTC,24.5333333333333,60.4777777777778,101.288888888889,1.53,18.3333333333333,30.1111111111111,28.5555555555556,10.3655555555556,385.462222222222,99
2018-09-04 05:30:00 UTC,24.488,61.044,101.282,1.428,18.1,30.2,28.1,9.069,383.166,99
2018-09-04 05:40:00 UTC,24.416,61.909,101.297,1.683,20.7,34.2,31.6,4.167,374.511,99
2018-09-04 05:50:00 UTC,24.288,62.8,101.298,1.53,22.9,39.1,36.6,2.953,373.236,99
2018-09-04 06:00:00 UTC,24.306,62.848,101.282,1.428,23.3,38.8,35.8,0.965,368.116,99
2018-09-04 06:10:00 UTC,24.358,63.096,101.285,1.683,25.4,42.7,39.4,1.073,371.945,99
2018-09-04 06:20:00 UTC,24.428,63.215,101.287,1.377,25.3,42.6,39.2,0.374,365.538,99
2018-09-04 06:30:00 UTC,24.331,63.411,101.288,1.683,24.1,40.8,37.4,0.652,366.896,99
2018-09-04 06:40:00 UTC,24.262,63.345,101.281,1.734,23.4,39,36.1,0.204,365.439,99
2018-09-04 06:50:00 UTC,24.304,63.505,101.283,1.932,23.1,39.1,36.1,0.27,365.171,99
2018-09-04 07:00:00 UTC,24.403,63.189,101.302,3.153,24.1,40.4,37.3,0.057,361.634,99
2018-09-04 07:10:00 UTC,24.494,63.089,101.318,9.574,23,39.1,35.9,0.106,364.988,99
2018-09-04 07:20:00 UTC,24.56,62.239,101.328,28.158,22.7,37.3,35,0,365.41,99
2018-09-04 07:30:00 UTC,24.463,61.758,101.35,46.299,22.8,37,34.4,0.006,361.979,99
2018-09-04 07:40:00 UTC,24.379,61.391,101.366,61.988,23,38.3,34.8,0.035,361.364,99
2018-09-04 07:50:00 UTC,24.41,61.255,101.374,71.947,23.4,38.9,35.5,0.013,361.294,99
2018-09-04 08:00:00 UTC,24.482,61.253,101.382,104.757,23.6,40,36.7,0.136,365.289,99
2018-09-04 08:10:00 UTC,24.572,61.267,101.383,222.323,23.4,38.4,35.6,0.202,364.438,99
2018-09-04 08:20:00 UTC,24.707,61.602,101.383,292.638,25,41,37.5,0.411,367.486,99
2018-09-04 08:30:00 UTC,24.682,62.024,101.381,360.146,21.6,35.2,32.7,0.512,367.307,99
2018-09-04 08:40:00 UTC,24.682,61.256,101.379,375.491,23.4,38.3,35.4,0.211,368.183,99
2018-09-04 08:50:00 UTC,24.706,60.727,101.368,402.477,22.8,38.2,35.2,0,365.524,99
2018-09-04 09:00:00 UTC,24.951,60.626,101.353,361.438,22.7,37,34.2,0,364.947,99
2018-09-04 09:10:00 UTC,25.069,60.276,101.353,405.143,23.5,37.8,35.1,0,365.445,99
2018-09-04 09:20:00 UTC,25.206,59.9,101.355,454.418,23.5,37.7,34.8,0,363.692,99
2018-09-04 09:30:00 UTC,25.588,59.474,101.33,315.507,22.8,38.4,35.7,0,363.097,99
2018-09-04 09:40:00 UTC,25.687,59.55,101.347,317.366,21.1,34.8,32.7,0.079,365.113,99
2018-09-04 09:50:00 UTC,25.834,59.253,101.369,473.439,20.6,34.6,31.5,0.05,371.887,99
2018-09-04 10:00:00 UTC,25.601,59.287,101.363,567.738,20.8,32.7,30.5,0.069,364.307,99
2018-09-04 10:10:00 UTC,26.32,59.555,101.378,516.638,21.5,35.2,32.5,0.158,368.751,99
2018-09-04 10:20:00 UTC,26.725,61.013,101.369,730.871,17.5,28.5,26,0.447,371.851,99
2018-09-04 10:30:00 UTC,26.7,60.328,101.366,453.87,21.1,33.6,31.6,1.726,377.567,99
2018-09-04 10:40:00 UTC,26.567,60.175,101.375,481.997,16.5,27.2,25.2,9.569,389.204,99
2018-09-04 10:50:00 UTC,26.5,60.4955555555556,101.377777777778,584.726666666667,15.8888888888889,25,24.1111111111111,16.4155555555556,391.54,99
2018-09-04 11:00:00 UTC,26.762,59.863,101.388,348.43,15,24.6,23.1,18.336,390.412,99
2018-09-04 11:10:00 UTC,27.0628571428571,59.7242857142857,101.394285714286,312.617142857143,16.5714285714286,27.4285714285714,25.4285714285714,13.69,390.925714285714,99
2018-09-04 11:20:00 UTC,27.025,59.435,101.403,322.081,14.9,24,22.9,17.165,390.862,99
2018-09-04 11:30:00 UTC,27.1788888888889,59,101.404444444444,321.111111111111,17,28.1111111111111,26.2222222222222,17.5377777777778,391.41,99
